name,value,parent
Origin,,
H_XACC,12.31365951679985,Origin
H_XBBNA,1.229029393896911,Origin
H_XELSE,5.827375110986495,Origin
H_XEQU,14.075424085237628,Origin
H_XNEED,22.996401701014065,Origin
H_XOTH,4.986214309079863,Origin
H_XSEC,4.229169587363896,Origin
H_XSKL,17.17369970559372,Origin
