name,value,parent
Origin,,
H_XACC,11.933376552136837,Origin
H_XBBNA,1.1968284047274722,Origin
H_XDIS,1.271630180022939,Origin
H_XELSE,6.8817633271829655,Origin
H_XEQU,12.930733556076396,Origin
H_XNEED,23.602453498229693,Origin
H_XOTH,4.46815937764923,Origin
H_XSEC,3.610432354261208,Origin
H_XSKL,17.443773998902905,Origin
