name,value,parent
Origin,,
H_XACC,11.6307504202965,Origin
H_XBBNA,1.4926893881501857,Origin
H_XDIS,1.1819247032451985,Origin
H_XELSE,7.081359213408732,Origin
H_XEQU,13.143817820571602,Origin
H_XNEED,23.06281522237505,Origin
H_XOTH,5.374700697946914,Origin
H_XSEC,3.820877273421978,Origin
H_XSKL,16.934128075806203,Origin
