name,value,parent
Origin,,
H_XACC,11.3815386066695,Origin
H_XBBNA,1.53294655912457,Origin
H_XELSE,5.183717749162776,Origin
H_XEQU,12.126786472336212,Origin
H_XNEED,21.654638932125845,Origin
H_XOTH,6.0657516154898365,Origin
H_XSEC,5.815763407386445,Origin
H_XSKL,20.98957596339796,Origin
