name,value,parent
Origin,,
H_XACC,10.773751224289912,Origin
H_XBBNA,1.6160626836434866,Origin
H_XELSE,5.504407443682664,Origin
H_XEQU,12.923604309500488,Origin
H_XNEED,22.776689520078357,Origin
H_XOTH,5.568070519098923,Origin
H_XSEC,4.348677766895201,Origin
H_XSKL,20.6513222331048,Origin
