name,value,parent
Origin,,
H_XACC,11.081664703572832,Origin
H_XBBNA,1.437966234786023,Origin
H_XELSE,5.864742834707499,Origin
H_XEQU,13.010404397330191,Origin
H_XNEED,22.560855908912448,Origin
H_XOTH,5.560463290145269,Origin
H_XSEC,4.485669414998037,Origin
H_XSKL,19.959756576364352,Origin
