name,value,parent
Origin,,
H_XACC,11.132595349736548,Origin
H_XBBNA,1.8175665877120892,Origin
H_XELSE,5.655725818146661,Origin
H_XEQU,12.283076328128775,Origin
H_XNEED,22.37153768066901,Origin
H_XOTH,6.018272344950934,Origin
H_XSEC,4.490742978682263,Origin
H_XSKL,20.815004592256003,Origin
