name,value,parent
Origin,,
H_XACC,11.64860681114551,Origin
H_XBBNA,1.2916021671826623,Origin
H_XELSE,6.201625386996904,Origin
H_XEQU,13.172407120743037,Origin
H_XNEED,21.715363777089784,Origin
H_XOTH,5.505030959752322,Origin
H_XSEC,4.373065015479876,Origin
H_XSKL,19.678792569659443,Origin
